YEAR,MONTH,STATE,FIRES,MEETING_DATE
2013,JULY,Pernambuco,4,2013-01-01
2014,JULY,Pernambuco,11,2014-01-01
2015,JULY,Pernambuco,13,2015-01-01
2016,JULY,Pernambuco,17,2016-01-01
2017,JULY,Pernambuco,2,2017-01-01
1998,AUG,Pernambuco,12,1998-01-01
1999,AUG,Pernambuco,3,1999-01-01
2000,AUG,Pernambuco,31,2000-01-01
2001,AUG,Pernambuco,27,2001-01-01
2002,AUG,Pernambuco,37,2002-01-01
2003,AUG,Pernambuco,26,2003-01-01
2004,AUG,Pernambuco,41,2004-01-01
2005,AUG,Pernambuco,10,2005-01-01
2006,AUG,Pernambuco,8,2006-01-01
2007,AUG,Pernambuco,20,2007-01-01
2008,AUG,Pernambuco,2,2008-01-01
2009,AUG,Pernambuco,10,2009-01-01
2010,AUG,Pernambuco,29,2010-01-01
2011,AUG,Pernambuco,27,2011-01-01
2012,AUG,Pernambuco,27,2012-01-01
2013,AUG,Pernambuco,14,2013-01-01
2014,AUG,Pernambuco,23,2014-01-01
2015,AUG,Pernambuco,21,2015-01-01
2016,AUG,Pernambuco,42,2016-01-01
2017,AUG,Pernambuco,20,2017-01-01
1998,SEPT,Pernambuco,177,1998-01-01
1999,SEPT,Pernambuco,64,1999-01-01
2000,SEPT,Pernambuco,130,2000-01-01
2001,SEPT,Pernambuco,298,2001-01-01
2002,SEPT,Pernambuco,374,2002-01-01
2003,SEPT,Pernambuco,510,2003-01-01
2004,SEPT,Pernambuco,192,2004-01-01
2005,SEPT,Pernambuco,154,2005-01-01
2006,SEPT,Pernambuco,147,2006-01-01
2007,SEPT,Pernambuco,164,2007-01-01
2008,SEPT,Pernambuco,92,2008-01-01
2009,SEPT,Pernambuco,164,2009-01-01
2010,SEPT,Pernambuco,179,2010-01-01
2011,SEPT,Pernambuco,243,2011-01-01
2012,SEPT,Pernambuco,192,2012-01-01
2013,SEPT,Pernambuco,143,2013-01-01
2014,SEPT,Pernambuco,63,2014-01-01
2015,SEPT,Pernambuco,116,2015-01-01
2016,SEPT,Pernambuco,171,2016-01-01
2017,SEPT,Pernambuco,69,2017-01-01
1998,OCT,Pernambuco,372,1998-01-01
1999,OCT,Pernambuco,180,1999-01-01
2000,OCT,Pernambuco,411,2000-01-01
2001,OCT,Pernambuco,461,2001-01-01
2002,OCT,Pernambuco,638,2002-01-01
2003,OCT,Pernambuco,859,2003-01-01
2004,OCT,Pernambuco,0,2004-01-01
2005,OCT,Pernambuco,408,2005-01-01
2006,OCT,Pernambuco,310,2006-01-01
2007,OCT,Pernambuco,702,2007-01-01
2008,OCT,Pernambuco,274,2008-01-01
2009,OCT,Pernambuco,254,2009-01-01
2010,OCT,Pernambuco,347,2010-01-01
2011,OCT,Pernambuco,461,2011-01-01
2012,OCT,Pernambuco,0,2012-01-01
2013,OCT,Pernambuco,161,2013-01-01
2014,OCT,Pernambuco,174,2014-01-01
2015,OCT,Pernambuco,194,2015-01-01
2016,OCT,Pernambuco,319,2016-01-01
2017,OCT,Pernambuco,256,2017-01-01
1998,NOV,Pernambuco,141,1998-01-01
1999,NOV,Pernambuco,41,1999-01-01
2000,NOV,Pernambuco,64,2000-01-01
2001,NOV,Pernambuco,208,2001-01-01
2002,NOV,Pernambuco,521,2002-01-01
2003,NOV,Pernambuco,560,2003-01-01
2004,NOV,Pernambuco,465,2004-01-01
2005,NOV,Pernambuco,452,2005-01-01
2006,NOV,Pernambuco,385,2006-01-01
2007,NOV,Pernambuco,0,2007-01-01
2008,NOV,Pernambuco,363,2008-01-01
2009,NOV,Pernambuco,486,2009-01-01
2010,NOV,Pernambuco,831,2010-01-01
2011,NOV,Pernambuco,352,2011-01-01
2012,NOV,Pernambuco,181,2012-01-01
2013,NOV,Pernambuco,110,2013-01-01
2014,NOV,Pernambuco,111,2014-01-01
2015,NOV,Pernambuco,0,2015-01-01
2016,NOV,Pernambuco,191,2016-01-01
2017,NOV,Pernambuco,66,2017-01-01
1998,DEC,Pernambuco,59,1998-01-01
1999,DEC,Pernambuco,16,1999-01-01
2000,DEC,Pernambuco,22,2000-01-01
2001,DEC,Pernambuco,62,2001-01-01
2002,DEC,Pernambuco,259,2002-01-01
2003,DEC,Pernambuco,229,2003-01-01
2004,DEC,Pernambuco,373,2004-01-01
2005,DEC,Pernambuco,191,2005-01-01
2006,DEC,Pernambuco,207,2006-01-01
2007,DEC,Pernambuco,200,2007-01-01
2008,DEC,Pernambuco,203,2008-01-01
2009,DEC,Pernambuco,351,2009-01-01
2010,DEC,Pernambuco,117,2010-01-01
2011,DEC,Pernambuco,364,2011-01-01
2012,DEC,Pernambuco,108,2012-01-01
2013,DEC,Pernambuco,141,2013-01-01
2014,DEC,Pernambuco,101,2014-01-01
2015,DEC,Pernambuco,176,2015-01-01
2016,DEC,Pernambuco,161,2016-01-01
1998,JAN,Piau,0,1998-01-01
1999,JAN,Piau,21,1999-01-01
2000,JAN,Piau,5,2000-01-01
2001,JAN,Piau,29,2001-01-01
2002,JAN,Piau,33,2002-01-01
2003,JAN,Piau,86,2003-01-01
2004,JAN,Piau,42,2004-01-01
2005,JAN,Piau,94,2005-01-01
2006,JAN,Piau,133,2006-01-01
2007,JAN,Piau,123,2007-01-01
2008,JAN,Piau,61,2008-01-01
2009,JAN,Piau,79,2009-01-01
2010,JAN,Piau,99,2010-01-01
2011,JAN,Piau,39,2011-01-01
2012,JAN,Piau,80,2012-01-01
2013,JAN,Piau,72,2013-01-01
2014,JAN,Piau,79,2014-01-01
2015,JAN,Piau,92,2015-01-01
2016,JAN,Piau,94,2016-01-01
2017,JAN,Piau,85,2017-01-01
1998,FEB,Piau,0,1998-01-01
1999,FEB,Piau,22,1999-01-01
2000,FEB,Piau,12,2000-01-01
2001,FEB,Piau,0,2001-01-01
2002,FEB,Piau,160,2002-01-01
2003,FEB,Piau,3,2003-01-01
2004,FEB,Piau,20,2004-01-01
2005,FEB,Piau,26,2005-01-01
2006,FEB,Piau,23,2006-01-01
2007,FEB,Piau,11,2007-01-01
2008,FEB,Piau,21,2008-01-01
2009,FEB,Piau,19,2009-01-01
2010,FEB,Piau,54,2010-01-01
2011,FEB,Piau,11,2011-01-01
2012,FEB,Piau,31,2012-01-01
2013,FEB,Piau,68,2013-01-01
2014,FEB,Piau,14,2014-01-01
2015,FEB,Piau,38,2015-01-01
2016,FEB,Piau,97,2016-01-01
2017,FEB,Piau,24,2017-01-01
1998,MAR,Piau,0,1998-01-01
1999,MAR,Piau,4,1999-01-01
2000,MAR,Piau,14,2000-01-01
2001,MAR,Piau,2,2001-01-01
2002,MAR,Piau,63,2002-01-01
2003,MAR,Piau,15,2003-01-01
2004,MAR,Piau,27,2004-01-01
2005,MAR,Piau,13,2005-01-01
2006,MAR,Piau,18,2006-01-01
2007,MAR,Piau,31,2007-01-01
2008,MAR,Piau,4,2008-01-01
2009,MAR,Piau,17,2009-01-01
2010,MAR,Piau,47,2010-01-01
2011,MAR,Piau,15,2011-01-01
2012,MAR,Piau,71,2012-01-01
2013,MAR,Piau,14,2013-01-01
2014,MAR,Piau,88,2014-01-01
2015,MAR,Piau,35,2015-01-01
2016,MAR,Piau,53,2016-01-01
2017,MAR,Piau,25,2017-01-01
1998,APR,Piau,0,1998-01-01
1999,APR,Piau,10,1999-01-01
2000,APR,Piau,15,2000-01-01
2001,APR,Piau,1,2001-01-01
2002,APR,Piau,87,2002-01-01
2003,APR,Piau,22,2003-01-01
2004,APR,Piau,10,2004-01-01
2005,APR,Piau,3,2005-01-01
2006,APR,Piau,1,2006-01-01
2007,APR,Piau,9,2007-01-01
2008,APR,Piau,7,2008-01-01
2009,APR,Piau,8,2009-01-01
2010,APR,Piau,56,2010-01-01
2011,APR,Piau,16,2011-01-01
2012,APR,Piau,119,2012-01-01
2013,APR,Piau,34,2013-01-01
2014,APR,Piau,63,2014-01-01
2015,APR,Piau,50,2015-01-01
2016,APR,Piau,35,2016-01-01
2017,APR,Piau,25,2017-01-01
1998,MAY,Piau,0,1998-01-01
1999,MAY,Piau,8,1999-01-01
2000,MAY,Piau,25,2000-01-01
2001,MAY,Piau,36,2001-01-01
2002,MAY,Piau,84,2002-01-01
2003,MAY,Piau,13,2003-01-01
2004,MAY,Piau,80,2004-01-01
2005,MAY,Piau,0,2005-01-01
2006,MAY,Piau,0,2006-01-01
2007,MAY,Piau,52,2007-01-01
2008,MAY,Piau,12,2008-01-01
2009,MAY,Piau,12,2009-01-01
2010,MAY,Piau,0,2010-01-01
2011,MAY,Piau,77,2011-01-01
2012,MAY,Piau,334,2012-01-01
2013,MAY,Piau,40,2013-01-01
2014,MAY,Piau,138,2014-01-01
2015,MAY,Piau,66,2015-01-01
2016,MAY,Piau,60,2016-01-01
2017,MAY,Piau,36,2017-01-01
1998,JUNE,Piau,46,1998-01-01
1999,JUNE,Piau,47,1999-01-01
2000,JUNE,Piau,18,2000-01-01
2001,JUNE,Piau,87,2001-01-01
2002,JUNE,Piau,161,2002-01-01
2003,JUNE,Piau,88,2003-01-01
2004,JUNE,Piau,239,2004-01-01
2005,JUNE,Piau,171,2005-01-01
2006,JUNE,Piau,40,2006-01-01
2007,JUNE,Piau,303,2007-01-01
2008,JUNE,Piau,33,2008-01-01
2009,JUNE,Piau,56,2009-01-01
2010,JUNE,Piau,208,2010-01-01
2011,JUNE,Piau,462,2011-01-01
2012,JUNE,Piau,834,2012-01-01
2013,JUNE,Piau,263,2013-01-01
2014,JUNE,Piau,373,2014-01-01
2015,JUNE,Piau,283,2015-01-01
2016,JUNE,Piau,153,2016-01-01
2017,JUNE,Piau,193,2017-01-01
1998,JULY,Piau,189,1998-01-01
1999,JULY,Piau,123,1999-01-01
2000,JULY,Piau,75,2000-01-01
2001,JULY,Piau,337,2001-01-01
2002,JULY,Piau,534,2002-01-01
2003,JULY,Piau,407,2003-01-01
2004,JULY,Piau,564,2004-01-01
2005,JULY,Piau,445,2005-01-01
2006,JULY,Piau,150,2006-01-01
2007,JULY,Piau,919,2007-01-01
2008,JULY,Piau,97,2008-01-01
2009,JULY,Piau,302,2009-01-01
2010,JULY,Piau,2,2010-01-01
2011,JULY,Piau,864,2011-01-01
2012,JULY,Piau,2,2012-01-01
2013,JULY,Piau,361,2013-01-01
2014,JULY,Piau,1,2014-01-01
2015,JULY,Piau,690,2015-01-01
2016,JULY,Piau,754,2016-01-01
2017,JULY,Piau,643,2017-01-01
1998,AUG,Piau,711,1998-01-01
1999,AUG,Piau,499,1999-01-01
2000,AUG,Piau,415,2000-01-01
2001,AUG,Piau,1,2001-01-01
2002,AUG,Piau,2,2002-01-01
2003,AUG,Piau,864,2003-01-01
2004,AUG,Piau,1,2004-01-01
2005,AUG,Piau,943,2005-01-01
2006,AUG,Piau,911,2006-01-01
2007,AUG,Piau,4,2007-01-01
2008,AUG,Piau,290,2008-01-01
2009,AUG,Piau,790,2009-01-01
2010,AUG,Piau,4,2010-01-01
2011,AUG,Piau,2,2011-01-01
2012,AUG,Piau,4,2012-01-01
2013,AUG,Piau,1,2013-01-01
2014,AUG,Piau,2,2014-01-01
2015,AUG,Piau,2,2015-01-01
2016,AUG,Piau,0,2016-01-01
2017,AUG,Piau,2,2017-01-01
1998,SEPT,Piau,2,1998-01-01
1999,SEPT,Piau,872,1999-01-01
2000,SEPT,Piau,1,2000-01-01
2001,SEPT,Piau,2,2001-01-01
2002,SEPT,Piau,2,2002-01-01
2003,SEPT,Piau,3,2003-01-01
2004,SEPT,Piau,3,2004-01-01
2005,SEPT,Piau,3,2005-01-01
2006,SEPT,Piau,2,2006-01-01
2007,SEPT,Piau,4,2007-01-01
2008,SEPT,Piau,1,2008-01-01
2009,SEPT,Piau,2,2009-01-01
2010,SEPT,Piau,5,2010-01-01
2011,SEPT,Piau,4,2011-01-01
2012,SEPT,Piau,4,2012-01-01
2013,SEPT,Piau,2,2013-01-01
2014,SEPT,Piau,3,2014-01-01
2015,SEPT,Piau,6,2015-01-01
2016,SEPT,Piau,1,2016-01-01
2017,SEPT,Piau,3,2017-01-01
1998,OCT,Piau,0,1998-01-01
1999,OCT,Piau,1,1999-01-01
2000,OCT,Piau,3,2000-01-01
2001,OCT,Piau,4,2001-01-01
2002,OCT,Piau,3,2002-01-01
2003,OCT,Piau,2,2003-01-01
2004,OCT,Piau,2,2004-01-01
2005,OCT,Piau,3,2005-01-01
2006,OCT,Piau,1,2006-01-01
2007,OCT,Piau,2,2007-01-01
2008,OCT,Piau,2,2008-01-01
2009,OCT,Piau,913,2009-01-01
2010,OCT,Piau,0,2010-01-01
2011,OCT,Piau,1,2011-01-01
2012,OCT,Piau,3,2012-01-01
2013,OCT,Piau,1,2013-01-01
2014,OCT,Piau,2,2014-01-01
2015,OCT,Piau,4,2015-01-01
2016,OCT,Piau,3,2016-01-01
2017,OCT,Piau,3,2017-01-01
1998,NOV,Piau,424,1998-01-01
1999,NOV,Piau,334,1999-01-01
2000,NOV,Piau,450,2000-01-01
2001,NOV,Piau,1,2001-01-01
2002,NOV,Piau,1,2002-01-01
2003,NOV,Piau,1,2003-01-01
2004,NOV,Piau,2,2004-01-01
2005,NOV,Piau,2,2005-01-01
2006,NOV,Piau,740,2006-01-01
2007,NOV,Piau,939,2007-01-01
2008,NOV,Piau,594,2008-01-01
2009,NOV,Piau,1,2009-01-01
2010,NOV,Piau,1,2010-01-01
2011,NOV,Piau,825,2011-01-01
2012,NOV,Piau,447,2012-01-01
2013,NOV,Piau,640,2013-01-01
2014,NOV,Piau,717,2014-01-01
2015,NOV,Piau,897,2015-01-01
2016,NOV,Piau,1,2016-01-01
2017,NOV,Piau,449,2017-01-01
1998,DEC,Piau,119,1998-01-01
1999,DEC,Piau,74,1999-01-01
2000,DEC,Piau,79,2000-01-01
2001,DEC,Piau,230,2001-01-01
2002,DEC,Piau,373,2002-01-01
2003,DEC,Piau,459,2003-01-01
2004,DEC,Piau,788,2004-01-01
2005,DEC,Piau,486,2005-01-01
2006,DEC,Piau,339,2006-01-01
2007,DEC,Piau,317,2007-01-01
2008,DEC,Piau,329,2008-01-01
2009,DEC,Piau,570,2009-01-01
2010,DEC,Piau,357,2010-01-01
2011,DEC,Piau,362,2011-01-01
2012,DEC,Piau,334,2012-01-01
2013,DEC,Piau,468,2013-01-01
2014,DEC,Piau,346,2014-01-01
2015,DEC,Piau,626,2015-01-01
2016,DEC,Piau,374,2016-01-01
1998,JAN,Rio,0,1998-01-01
1999,JAN,Rio,0,1999-01-01
2000,JAN,Rio,0,2000-01-01
2001,JAN,Rio,0,2001-01-01
2002,JAN,Rio,0,2002-01-01
2003,JAN,Rio,0,2003-01-01
2004,JAN,Rio,1,2004-01-01
2005,JAN,Rio,5,2005-01-01
2006,JAN,Rio,12,2006-01-01
2007,JAN,Rio,0,2007-01-01
2008,JAN,Rio,1,2008-01-01
2009,JAN,Rio,3,2009-01-01
2010,JAN,Rio,13,2010-01-01
2011,JAN,Rio,0,2011-01-01
2012,JAN,Rio,12,2012-01-01
2013,JAN,Rio,9,2013-01-01
2014,JAN,Rio,35,2014-01-01
2015,JAN,Rio,97,2015-01-01
2016,JAN,Rio,9,2016-01-01
2017,JAN,Rio,15,2017-01-01
1998,FEB,Rio,0,1998-01-01
1999,FEB,Rio,0,1999-01-01
2000,FEB,Rio,1,2000-01-01
2001,FEB,Rio,3,2001-01-01
2002,FEB,Rio,1,2002-01-01
2003,FEB,Rio,10,2003-01-01
2004,FEB,Rio,8,2004-01-01
2005,FEB,Rio,4,2005-01-01
2006,FEB,Rio,7,2006-01-01
2007,FEB,Rio,15,2007-01-01
2008,FEB,Rio,2,2008-01-01
2009,FEB,Rio,5,2009-01-01
2010,FEB,Rio,73,2010-01-01
2011,FEB,Rio,36,2011-01-01
2012,FEB,Rio,11,2012-01-01
2013,FEB,Rio,12,2013-01-01
2014,FEB,Rio,116,2014-01-01
2015,FEB,Rio,36,2015-01-01
2016,FEB,Rio,16,2016-01-01
2017,FEB,Rio,34,2017-01-01
1998,MAR,Rio,0,1998-01-01
1999,MAR,Rio,0,1999-01-01
2000,MAR,Rio,0,2000-01-01
2001,MAR,Rio,0,2001-01-01
2002,MAR,Rio,1,2002-01-01
2003,MAR,Rio,23,2003-01-01
2004,MAR,Rio,4,2004-01-01
2005,MAR,Rio,7,2005-01-01
2006,MAR,Rio,8,2006-01-01
2007,MAR,Rio,27,2007-01-01
2008,MAR,Rio,2,2008-01-01
2009,MAR,Rio,5,2009-01-01
2010,MAR,Rio,10,2010-01-01
2011,MAR,Rio,7,2011-01-01
2012,MAR,Rio,20,2012-01-01
2013,MAR,Rio,0,2013-01-01
2014,MAR,Rio,38,2014-01-01
2015,MAR,Rio,23,2015-01-01
2016,MAR,Rio,16,2016-01-01
2017,MAR,Rio,10,2017-01-01
1998,APR,Rio,0,1998-01-01
1999,APR,Rio,1,1999-01-01
2000,APR,Rio,2,2000-01-01
2001,APR,Rio,2,2001-01-01
2002,APR,Rio,8,2002-01-01
2003,APR,Rio,11,2003-01-01
2004,APR,Rio,3,2004-01-01
2005,APR,Rio,1,2005-01-01
2006,APR,Rio,8,2006-01-01
2007,APR,Rio,9,2007-01-01
2008,APR,Rio,2,2008-01-01
2009,APR,Rio,1,2009-01-01
2010,APR,Rio,10,2010-01-01
2011,APR,Rio,12,2011-01-01
2012,APR,Rio,12,2012-01-01
2013,APR,Rio,9,2013-01-01
2014,APR,Rio,25,2014-01-01
2015,APR,Rio,24,2015-01-01
2016,APR,Rio,45,2016-01-01
2017,APR,Rio,12,2017-01-01
1998,MAY,Rio,0,1998-01-01
1999,MAY,Rio,7,1999-01-01
2000,MAY,Rio,5,2000-01-01
2001,MAY,Rio,4,2001-01-01
2002,MAY,Rio,4,2002-01-01
2003,MAY,Rio,1,2003-01-01
2004,MAY,Rio,0,2004-01-01
2005,MAY,Rio,11,2005-01-01
2006,MAY,Rio,4,2006-01-01
2007,MAY,Rio,2,2007-01-01
2008,MAY,Rio,0,2008-01-01
2009,MAY,Rio,37,2009-01-01
2010,MAY,Rio,6,2010-01-01
2011,MAY,Rio,17,2011-01-01
2012,MAY,Rio,18,2012-01-01
2013,MAY,Rio,16,2013-01-01
2014,MAY,Rio,20,2014-01-01
2015,MAY,Rio,21,2015-01-01
2016,MAY,Rio,30,2016-01-01
2017,MAY,Rio,15,2017-01-01
1998,JUNE,Rio,3,1998-01-01
1999,JUNE,Rio,8,1999-01-01
2000,JUNE,Rio,14,2000-01-01
2001,JUNE,Rio,13,2001-01-01
2002,JUNE,Rio,13,2002-01-01
2003,JUNE,Rio,13,2003-01-01
2004,JUNE,Rio,19,2004-01-01
2005,JUNE,Rio,16,2005-01-01
2006,JUNE,Rio,19,2006-01-01
2007,JUNE,Rio,3,2007-01-01
2008,JUNE,Rio,4,2008-01-01
2009,JUNE,Rio,33,2009-01-01
2010,JUNE,Rio,7,2010-01-01
2011,JUNE,Rio,33,2011-01-01
2012,JUNE,Rio,14,2012-01-01
2013,JUNE,Rio,17,2013-01-01
2014,JUNE,Rio,54,2014-01-01
2015,JUNE,Rio,33,2015-01-01
2016,JUNE,Rio,37,2016-01-01
2017,JUNE,Rio,68,2017-01-01
1998,JULY,Rio,21,1998-01-01
1999,JULY,Rio,14,1999-01-01
2000,JULY,Rio,22,2000-01-01
2001,JULY,Rio,57,2001-01-01
2002,JULY,Rio,17,2002-01-01
2003,JULY,Rio,42,2003-01-01
2004,JULY,Rio,23,2004-01-01
2005,JULY,Rio,20,2005-01-01
2006,JULY,Rio,54,2006-01-01
2007,JULY,Rio,15,2007-01-01
2008,JULY,Rio,14,2008-01-01
2009,JULY,Rio,56,2009-01-01
2010,JULY,Rio,55,2010-01-01
2011,JULY,Rio,121,2011-01-01
2012,JULY,Rio,50,2012-01-01
2013,JULY,Rio,58,2013-01-01
2014,JULY,Rio,62,2014-01-01
2015,JULY,Rio,74,2015-01-01
2016,JULY,Rio,131,2016-01-01
2017,JULY,Rio,70,2017-01-01
1998,AUG,Rio,21,1998-01-01
1999,AUG,Rio,88,1999-01-01
2000,AUG,Rio,34,2000-01-01
2001,AUG,Rio,129,2001-01-01
2002,AUG,Rio,184,2002-01-01
2003,AUG,Rio,191,2003-01-01
2004,AUG,Rio,74,2004-01-01
2005,AUG,Rio,98,2005-01-01
2006,AUG,Rio,79,2006-01-01
2007,AUG,Rio,189,2007-01-01
2008,AUG,Rio,19,2008-01-01
2009,AUG,Rio,91,2009-01-01
2010,AUG,Rio,316,2010-01-01
2011,AUG,Rio,250,2011-01-01
2012,AUG,Rio,72,2012-01-01
2013,AUG,Rio,74,2013-01-01
2014,AUG,Rio,199,2014-01-01
2015,AUG,Rio,158,2015-01-01
2016,AUG,Rio,241,2016-01-01
2017,AUG,Rio,164,2017-01-01
1998,SEPT,Rio,44,1998-01-01
1999,SEPT,Rio,192,1999-01-01
2000,SEPT,Rio,0,2000-01-01
2001,SEPT,Rio,60,2001-01-01
2002,SEPT,Rio,45,2002-01-01
2003,SEPT,Rio,166,2003-01-01
2004,SEPT,Rio,205,2004-01-01
2005,SEPT,Rio,46,2005-01-01
2006,SEPT,Rio,197,2006-01-01
2007,SEPT,Rio,223,2007-01-01
2008,SEPT,Rio,132,2008-01-01
2009,SEPT,Rio,90,2009-01-01
2010,SEPT,Rio,353,2010-01-01
2011,SEPT,Rio,510,2011-01-01
2012,SEPT,Rio,172,2012-01-01
2013,SEPT,Rio,117,2013-01-01
2014,SEPT,Rio,318,2014-01-01
2015,SEPT,Rio,85,2015-01-01
2016,SEPT,Rio,195,2016-01-01
2017,SEPT,Rio,728,2017-01-01
1998,OCT,Rio,6,1998-01-01
1999,OCT,Rio,30,1999-01-01
2000,OCT,Rio,25,2000-01-01
2001,OCT,Rio,33,2001-01-01
2002,OCT,Rio,313,2002-01-01
2003,OCT,Rio,81,2003-01-01
2004,OCT,Rio,26,2004-01-01
2005,OCT,Rio,116,2005-01-01
2006,OCT,Rio,12,2006-01-01
2007,OCT,Rio,137,2007-01-01
2008,OCT,Rio,42,2008-01-01
2009,OCT,Rio,18,2009-01-01
2010,OCT,Rio,35,2010-01-01
2011,OCT,Rio,114,2011-01-01
2012,OCT,Rio,163,2012-01-01
2013,OCT,Rio,44,2013-01-01
2014,OCT,Rio,500,2014-01-01
2015,OCT,Rio,96,2015-01-01
2016,OCT,Rio,30,2016-01-01
2017,OCT,Rio,238,2017-01-01
1998,NOV,Rio,6,1998-01-01
1999,NOV,Rio,16,1999-01-01
2000,NOV,Rio,2,2000-01-01
2001,NOV,Rio,4,2001-01-01
2002,NOV,Rio,11,2002-01-01
2003,NOV,Rio,5,2003-01-01
2004,NOV,Rio,49,2004-01-01
2005,NOV,Rio,12,2005-01-01
2006,NOV,Rio,1,2006-01-01
2007,NOV,Rio,1,2007-01-01
2008,NOV,Rio,0,2008-01-01
2009,NOV,Rio,0,2009-01-01
2010,NOV,Rio,23,2010-01-01
2011,NOV,Rio,20,2011-01-01
2012,NOV,Rio,13,2012-01-01
2013,NOV,Rio,28,2013-01-01
2014,NOV,Rio,36,2014-01-01
2015,NOV,Rio,6,2015-01-01
2016,NOV,Rio,19,2016-01-01
2017,NOV,Rio,43,2017-01-01
1998,DEC,Rio,1,1998-01-01
1999,DEC,Rio,0,1999-01-01
2000,DEC,Rio,0,2000-01-01
2001,DEC,Rio,2,2001-01-01
2002,DEC,Rio,8,2002-01-01
2003,DEC,Rio,10,2003-01-01
2004,DEC,Rio,9,2004-01-01
2005,DEC,Rio,2,2005-01-01
2006,DEC,Rio,0,2006-01-01
2007,DEC,Rio,0,2007-01-01
2008,DEC,Rio,6,2008-01-01
2009,DEC,Rio,1,2009-01-01
2010,DEC,Rio,10,2010-01-01
2011,DEC,Rio,3,2011-01-01
2012,DEC,Rio,18,2012-01-01
2013,DEC,Rio,12,2013-01-01
2014,DEC,Rio,25,2014-01-01
2015,DEC,Rio,11,2015-01-01
2016,DEC,Rio,5,2016-01-01
1999,JAN,Rio,32,1999-01-01
2000,JAN,Rio,1,2000-01-01
2001,JAN,Rio,2,2001-01-01
2002,JAN,Rio,4,2002-01-01
2003,JAN,Rio,113,2003-01-01
2004,JAN,Rio,44,2004-01-01
2005,JAN,Rio,153,2005-01-01
2006,JAN,Rio,93,2006-01-01
2007,JAN,Rio,63,2007-01-01
2008,JAN,Rio,70,2008-01-01
2009,JAN,Rio,110,2009-01-01
2010,JAN,Rio,32,2010-01-01
2011,JAN,Rio,15,2011-01-01
2012,JAN,Rio,72,2012-01-01
2013,JAN,Rio,25,2013-01-01
2014,JAN,Rio,34,2014-01-01
2015,JAN,Rio,45,2015-01-01
2016,JAN,Rio,15,2016-01-01
2017,JAN,Rio,28,2017-01-01
1999,FEB,Rio,11,1999-01-01
2000,FEB,Rio,7,2000-01-01
2001,FEB,Rio,0,2001-01-01
2002,FEB,Rio,18,2002-01-01
2003,FEB,Rio,9,2003-01-01
2004,FEB,Rio,5,2004-01-01
2005,FEB,Rio,42,2005-01-01
2006,FEB,Rio,21,2006-01-01
2007,FEB,Rio,9,2007-01-01
2008,FEB,Rio,25,2008-01-01
2009,FEB,Rio,8,2009-01-01
2010,FEB,Rio,12,2010-01-01
2011,FEB,Rio,5,2011-01-01
2012,FEB,Rio,13,2012-01-01
2013,FEB,Rio,24,2013-01-01
2014,FEB,Rio,8,2014-01-01
2015,FEB,Rio,15,2015-01-01
2016,FEB,Rio,2,2016-01-01
2017,FEB,Rio,10,2017-01-01
1999,MAR,Rio,9,1999-01-01
2000,MAR,Rio,11,2000-01-01
2002,MAR,Rio,3,2002-01-01
2003,MAR,Rio,1,2003-01-01
2004,MAR,Rio,0,2004-01-01
2005,MAR,Rio,15,2005-01-01
2007,MAR,Rio,7,2007-01-01
2008,MAR,Rio,3,2008-01-01
2009,MAR,Rio,2,2009-01-01
2010,MAR,Rio,23,2010-01-01
2011,MAR,Rio,3,2011-01-01
2012,MAR,Rio,2,2012-01-01
2013,MAR,Rio,6,2013-01-01
2014,MAR,Rio,6,2014-01-01
2015,MAR,Rio,3,2015-01-01
2016,MAR,Rio,1,2016-01-01
2017,MAR,Rio,3,2017-01-01
1999,APR,Rio,21,1999-01-01
2000,APR,Rio,16,2000-01-01
2001,APR,Rio,10,2001-01-01
2002,APR,Rio,0,2002-01-01
2003,APR,Rio,2,2003-01-01
2005,APR,Rio,2,2005-01-01
2006,APR,Rio,2,2006-01-01
2007,APR,Rio,1,2007-01-01
2008,APR,Rio,0,2008-01-01
2010,APR,Rio,7,2010-01-01
2011,APR,Rio,0,2011-01-01
2012,APR,Rio,4,2012-01-01
2013,APR,Rio,7,2013-01-01
2014,APR,Rio,2,2014-01-01
2015,APR,Rio,4,2015-01-01
2016,APR,Rio,0,2016-01-01
2017,APR,Rio,6,2017-01-01
1999,MAY,Rio,1,1999-01-01
2000,MAY,Rio,3,2000-01-01
2001,MAY,Rio,56,2001-01-01
2002,MAY,Rio,6,2002-01-01
2003,MAY,Rio,0,2003-01-01
2004,MAY,Rio,2,2004-01-01
2005,MAY,Rio,3,2005-01-01
2006,MAY,Rio,0,2006-01-01
2009,MAY,Rio,0,2009-01-01
2010,MAY,Rio,3,2010-01-01
2011,MAY,Rio,0,2011-01-01
2012,MAY,Rio,14,2012-01-01
2013,MAY,Rio,2,2013-01-01
2014,MAY,Rio,2,2014-01-01
2015,MAY,Rio,4,2015-01-01
2016,MAY,Rio,1,2016-01-01
2017,MAY,Rio,2,2017-01-01
1998,JUNE,Rio,1,1998-01-01
1999,JUNE,Rio,4,1999-01-01
2000,JUNE,Rio,8,2000-01-01
2002,JUNE,Rio,1,2002-01-01
2003,JUNE,Rio,1,2003-01-01
2004,JUNE,Rio,2,2004-01-01
2005,JUNE,Rio,0,2005-01-01
2006,JUNE,Rio,0,2006-01-01
2007,JUNE,Rio,0,2007-01-01
